2910;7798123142433;Barrita Mani choco Nutrres;;;;1300,00
2911;7798123142440;Barrita crocante mani Nutres;;;;1200,00
2913;7798290581905;Leche de quinoa Biba;;;;3700,00
2915;7798400310050;Galletitas malteadas saladas Halina;;;;3160,00
2916;7798400310067;Galletitas malteadas dulces Halina;;;;3160,00
2917;7790495005132;Semillas quinoa Yin yang;;;;2280,00
2918;7790495005156;Semilas chia Yin yang;;;;2750,00
2919;781718851657;Pan rallado Intipan;;;;3530,00
2920;7798161301052;Alfajor fresa s/azucar Cerro azul;;;;1680,00
2921;763571794357;Alfajor de arroz marroc Felicite;;;;560,00
2922;763571794340;Alfajor arroz limon Felicite;;;;560,00
2923;7793913002119;Chocolatada Tregar;;;;900,00
2924;714604010838;Galletitas nuez bañadas Celienergy;;;;3500,00
2925;7798082000553;Rebozador de arroz Natuzen;;;;2130,00
2926;7798088142981;Aceite oliva Oleovares del sol;;;;5100,00
2927;7798128410285;Galletitas con chips de chocolate Aglu;;;;2250,00
2929;7798181510656;Budin con frutas Smams;;;;4470,00
2930;7798332890569;Papas sabor huevo frito julicroc;;;;1850,00
2931;7793323024404;Cebolla en polvo Dicomere;;;;1280,00
2932;7793323024411;Cebolla deshidratada Dicomere;;;;1300,00
2933;7798189590162;Mani natural Entrenuts;;;;1250,00
2934;7798189590179;Mani salado Entrenuts;;;;1250,00
2935;7798189590216;Mani cebolla a la crema Entrenuts;;;;1250,00
2936;7790380270133;Mantecol caramel x 111gr;;;;2500,00
2937;7790895649806;Ades almendra;;;;3380,00
2938;7798340790356;Alfajor con mousse de limon Franks;;;;900,00
2939;5798250093242;Snack Bon o bon x 800 grs;;;;20100,00
2940;7793323024787;Texturizado de garbanzo Dicomere;;;;3150,00
2941;7793323004406;Harina de coco Dicomere;;;;2250,00
2942;2942;Pan bollitos Chuño;;;;2850,00
2943;7790495005309;Avena gruesa Yin yang;;;;4450,00
2944;7790495005293;Avena instantanea Yin yang;;;;4450,00
2945;7790495005880;Sorgo pop Yin yang;;;;450,00
2946;7891991304870;Cerveza Stella Artois;;;;5660,00
2947;7790380270126;Mantecol coco;;;;2500,00
2948;7790380270119;Mantecol cafe;;;;2500,00
2949;7790495001356;Arroz yamani pop Yin yang;;;;750,00
2950;7793913000139;Queso rallado Tregar;;;;1680,00
2951;754697508317;Merenguitos Palluzzi;;;;3300,00
